Task_ID,Task_Name,Original_Department,Reclassified_Department,Category,Priority,Matched_Template_ID,Match_Confidence,Match_Score,Match_Reasoning,Estimated_Duration,Complexity,Required_Skills,Required_Tools,Template_Steps_Count,Template_Profession,Matched_Responsibility
TSK-212,Create data sets for financial wiki,AI,Finance,Development,High,Task-Template-081,Medium,45,Department match (Finance); Text similarity (2 common words),3 hours (45 min requirements + 1.5 hours design + 45 min testing),N/A,,"TOL-119 (n8n) for workflow automation, TOL-045 (Google Sheets) for data source/destination, TOL-003 (Gemini 3 Pro) for workflow logic assistance, Accounting software API (QuickBooks, Xero), Testing environment for validation",7,Finance Manager / Automation Specialist,N/A
TSK-213,Document calculation sources,AI,AI,Documentation,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (documentation),N/A,N/A,,,0,N/A,N/A
TSK-214,Collect employee profiles for Talents,AI,HR,Task,High,Task-Template-039,Medium,40,Department match (HR),2-3 hours (one-time setup),N/A,,"n8n Cloud (EU datacenter for GDPR), Gmail, Google Gemini API, Google Sheets",7,HR Manager / Automation Specialist,N/A
TSK-215,Create modified public profiles,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-216,Implement log files in every entity folder,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-217,Create main researchers' log,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-218,Build structured guidelines for manual assignment,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-219,Create step-by-step documentation templates,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-220,Identify department data gaps,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-221,Create TODO file system,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-222,Build AI prompt for task distribution,AI,Design,Development,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-223,Implement daily TODO generation,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-224,Document transcription best practices,AI,Video,Documentation,High,Task-Template-045,Medium,55,Partial department match; Category in template name; Action keyword match (document),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,produce videos
TSK-225,Improve dictation-to-entity workflow,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-226,Fix unpredictable save locations,AI,AI,Maintenance,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (maintenance),N/A,N/A,,,0,N/A,N/A
TSK-227,Standardize report storage paths,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-228,Document report generation process,AI,AI,Documentation,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (documentation),N/A,N/A,,,0,N/A,N/A
TSK-229,Create attendance_dashboard asset,Development,HR,Development,High,Task-Template-041,Medium,55,Department match (HR); Action keyword match (build),2-3 hours,N/A,,"Notion, Typeform (for application forms), n8n (for integration), Google Sheets (optional for data migration)",10,HR Manager / Operations Specialist,N/A
TSK-230,Write README with all links,Development,Development,Documentation,High,Task-Template-045,Medium,35,Category in template name; Action keyword match (document),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-231,Set up version tracking,Development,Development,Task,High,TST-023_File_Count_Distribution,Medium,30,Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-232,Document design updates log,Development,Design,Documentation,High,Task-Template-077,High,75,Department match (Design); Category in template name; Action keyword match (document),2 hours (45 min organization + 45 min documentation + 30 min updates),N/A,,"TOL-058 (Notion) for portfolio database, Google Drive for file storage, TOL-045 (Google Sheets) for project tracking, Figma/Adobe for file organization, Portfolio website platform (optional)",7,Designer / Developer / Creative Professional,design UI mockups
TSK-030,Interviews Lists to MD Files,AI,HR,Task,High,Task-Template-039,Medium,40,Department match (HR),2-3 hours (one-time setup),N/A,,"n8n Cloud (EU datacenter for GDPR), Gmail, Google Gemini API, Google Sheets",7,HR Manager / Automation Specialist,N/A
TSK-031,Clear Lists of Candidates Sources,HR,HR,Task,High,Task-Template-039,Medium,40,Department match (HR),2-3 hours (one-time setup),N/A,,"n8n Cloud (EU datacenter for GDPR), Gmail, Google Gemini API, Google Sheets",7,HR Manager / Automation Specialist,N/A
TSK-032,HR Onboarding preparation,HR,HR,Task,High,Task-Template-044,Medium,45,Department match (HR); Text similarity (1 common words),2-3 hours,N/A,,"n8n, Google Drive API, Gmail, Google Sheets (onboarding tracker), Notion or task manager (for onboarding checklist)",11,HR Manager / Operations Specialist,N/A
TSK-033,Integrate Individual Employee Testing,HR,HR,Integration,High,Task-Template-039,Medium,55,Department match (HR); Action keyword match (n8n),2-3 hours (one-time setup),N/A,,"n8n Cloud (EU datacenter for GDPR), Gmail, Google Gemini API, Google Sheets",7,HR Manager / Automation Specialist,N/A
TSK-034,Discord Bot notifications,HR,HR,Task,High,Task-Template-039,Medium,55,Nearby ID (034 ≈ 039); Department match (HR),2-3 hours (one-time setup),N/A,,"n8n Cloud (EU datacenter for GDPR), Gmail, Google Gemini API, Google Sheets",7,HR Manager / Automation Specialist,N/A
TSK-035,Expand Industries,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-036,LG Message Templates,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-037,Prospects Architecture Improvement,AI,Sales,Task,High,Task-Template-021,Medium,40,Department match (Sales),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-038,Feed database: 300 new leads daily,AI,Development,Task,High,TST-023_File_Count_Distribution,Medium,30,Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-039,Populate leads with classifications,AI,Lead Generation,Task,High,Task-Template-080,High,65,Department match (Lead Generation); Tool match (CRM); Text similarity (1 common words),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
TSK-040,Target audience analysis,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-041,Extract/analyze LG conversations,AI,AI,Research,High,Task-Template-045,High,80,Nearby ID (041 ≈ 045); Partial department match; Category match (research); Action keyword match (research),6-9 hours (4-6 hours research + 2-3 hours documentation),N/A,,"Perplexity AI, YouTube, Google Search, Text editor (VS Code/Cursor), Spreadsheet tool (for comparison matrices)",8,AI Researcher / Video Production Specialist,N/A
TSK-042,Build look-alike auditory,AI,Design,Development,High,Task-Template-042,High,65,ID proximity match (042); Action keyword match (system),1.5-2 hours,N/A,,"n8n, Google Calendar OR Calendly, Gmail (for email notifications), Notion (for status updates)",10,HR Manager / Operations Specialist,design UI mockups
TSK-043,Testing Individual Scraping Techniques,AI,Development,Testing,High,Task-Template-043,Medium,50,ID proximity match (043),1.5-2 hours,N/A,,"Pabbly Connect OR Make.com, LinkedIn (company page), ChatGPT API OR Claude API, Google Sheets",10,HR Manager / Social Media Specialist,N/A
TSK-044,LG Department Core Principles Doc,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-045,Obligatory: Save 5 Templates + Screenshot,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-046,Sales Email Templates,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-047,Connect to Google Calendar,AI,AI,Integration,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (integration),N/A,N/A,,,0,N/A,N/A
TSK-048,Scrape Event Metadata,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-049,Populate Business Entity from Sales,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-050,Get CRM Data on Daily LeadGen Cards,AI,Sales,Task,High,Task-Template-050,High,80,ID proximity match (050); Category match (task),N/A,N/A,,,4,N/A,manage sales pipeline
TSK-051,Learning Flow Step-by-Step Development,Development,Development,Development,High,Task-Template-051,High,80,ID proximity match (051); Category match (development),N/A,N/A,,,3,N/A,N/A
TSK-052,Track Task Completions via Microservices,Development,Development,Task,High,Task-Template-052,High,80,ID proximity match (052); Category match (task),N/A,N/A,,,5,N/A,N/A
TSK-053,Synchronize Libs with Online Academy,Development,Development,Integration,High,Task-Template-053,High,80,ID proximity match (053); Category match (integration),N/A,N/A,,,3,N/A,N/A
TSK-054,Connect Task Managers to Libs,Development,AI,Integration,High,Task-Template-054,High,80,ID proximity match (054); Category match (integration),N/A,N/A,,,3,N/A,N/A
TSK-055,Task Manager Dashboard with Database,Development,AI,Task,High,Task-Template-055,High,80,ID proximity match (055); Category match (task),N/A,N/A,,,3,N/A,N/A
TSK-056,n8n Image Generation Guide,Development,Design,Design,High,TST-073_Behance_Step_03_Design_Cover_Image,High,90,Department match (Design); Category match (design); Action keyword match (design); Text similarity (1 common words),20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-057,Frontend OAuth Implementation,AI,Development,Development,High,Task-Template-052,Medium,45,Nearby ID (057 ≈ 052); Category match (development),N/A,N/A,,,5,N/A,N/A
TSK-058,Personal Task Manager Web Pages,AI,AI,Task,High,Task-Template-058,High,80,ID proximity match (058); Category match (task),N/A,N/A,,,4,N/A,N/A
TSK-059,Add Rules for AI in Each Folder,AI,AI,Task,High,Task-Template-059,High,80,ID proximity match (059); Category match (task),N/A,N/A,,,10,N/A,N/A
TSK-060,Log Entity Integration,AI,AI,Task,High,Task-Template-060,High,80,ID proximity match (060); Category match (task),N/A,N/A,,,6,N/A,N/A
TSK-061,Keep Logs Longer,AI,AI,Task,High,Task-Template-061,High,80,ID proximity match (061); Category match (task),N/A,N/A,,,7,N/A,N/A
TSK-062,Develop USER Entities,AI,AI,Development,High,Task-Template-062,High,80,ID proximity match (062); Category match (development),N/A,N/A,,,7,N/A,N/A
TSK-063,Review TALENTS match with Database,AI,HR,Research,High,Task-Template-063,High,80,ID proximity match (063); Category match (research),N/A,N/A,,,8,N/A,N/A
TSK-064,Prepare DB EXPORT Folder: LIBRARIES,AI,AI,Task,High,Task-Template-064,High,80,ID proximity match (064); Category match (task),N/A,N/A,,,10,N/A,N/A
TSK-065,Text Researches Recognition & Import,AI,AI,Research,High,Task-Template-065,High,80,ID proximity match (065); Category match (research),N/A,N/A,,,10,N/A,N/A
TSK-066,Core System Taxonomy Architecture Review,AI,Finance,Research,High,Task-Template-066,High,80,ID proximity match (066); Category match (research),N/A,N/A,,,8,N/A,N/A
TSK-067,Prompt for Transcription Export,AI,AI,Task,High,Task-Template-067,High,80,ID proximity match (067); Category match (task),N/A,N/A,,,10,N/A,N/A
TSK-068,Prompts for Weekly Analysis,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-069,Prompts for Daily Analysis,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-070,Researches Dashboard,AI,AI,Research,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (research),N/A,N/A,,,0,N/A,N/A
TSK-071,Export Dailies Summaries to ToDo App,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-072,Tasks Templates Execution System,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-073,Steps Confirmation System,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-074,Portfolio Diversification Strategy,AI,Design,Task,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-075,Create More Case Studies,AI,AI,Development,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (development),N/A,N/A,,,0,N/A,N/A
TSK-076,Deep Research Designer Task,AI,Design,Research,High,Task-Template-076,High,90,ID proximity match (076); Department match (Design),2.5 hours (30 min planning + 1.5 hours generation + 30 min refinement),N/A,,"TOL-156 (Midjourney) for artistic image generation, TOL-224 (Leonardo AI) for controlled design generation, TOL-225 (ChatGPT-5) for prompt engineering and refinement, Figma or Photoshop for final adjustments, Canva for layout and text overlays",7,Graphic Designer / Visual Designer,design UI mockups
TSK-077,Media Library Development,AI,AI,Development,High,Task-Template-072,High,75,Nearby ID (077 ≈ 072); Partial department match; Category in template name; Action keyword match (develop); Text similarity (1 common words),2 hours (30 min install + 1 hour config + 30 min testing),N/A,,"TOL-221 (Antigravity IDE) or TOL-201 (Cursor), TOL-003 (Gemini 3 Pro) for AI coding assistance, TOL-002 (Claude) for code review features, Git/GitHub Desktop, Package managers (npm, pip, etc.)",7,AI Engineer / DevOps Engineer,N/A
ARC-001,Add Employees Folders Relative Path,AI,HR,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,N/A
ARC-002,Expand Employees Profiles,AI,HR,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,N/A
ARC-003,Copy All Employees Profiles into Talents,AI,HR,Task,High,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,N/A
ARC-004,Consider Entities v2 Architecture,AI,AI,Task,High,Project-Template-004,High,80,ID proximity match (004); Category match (task),N/A,N/A,,,0,N/A,N/A
ARC-005,Integrate Log System,AI,AI,Integration,High,Task-Template-005,High,90,ID proximity match (005); Department match (AI),Auto-draft: <1 minute | Review: 10 minutes,Medium,SKL-072 (automated emails via Gmail MCP),"TOOL-AI-030 (Claude Desktop App), TOOL-INT-001 (Gmail MCP Connector)",7,Executive Assistant,N/A
ARC-006,Block/Fields Sub System (Similarities),AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-066,Core System Taxonomy Architecture Review,AI,Finance,Research,High,Task-Template-066,High,80,ID proximity match (066); Category match (research),N/A,N/A,,,8,N/A,N/A
TSK-067,Prompt for Transcription Export,AI,AI,Task,High,Task-Template-067,High,80,ID proximity match (067); Category match (task),N/A,N/A,,,10,N/A,N/A
TSK-068,Prompts for Weekly Analysis,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-069,Prompts for Daily Analysis,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-070,Researches Dashboard,AI,AI,Research,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (research),N/A,N/A,,,0,N/A,N/A
TSK-071,Export Dailies Summaries to ToDo App,AI,AI,Task,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-001,Research to Task Manager integration,AI,AI,Research,High,Project-Template-001,High,80,ID proximity match (001); Category match (research),N/A,N/A,,,0,N/A,N/A
TSK-002,Pack all dailies into Week3 folder,AI,AI,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,N/A
FIX-001,Resolve duplicates in TSM-006_Workflows,AI,AI,Maintenance,High,Project-Template-001,High,80,ID proximity match (001); Category match (maintenance),N/A,N/A,,,0,N/A,N/A
PRT-011,Google Maps Scraping System,AI,Lead Generation,Infrastructure,Critical,Task-Template-080,High,60,Department match (Lead Generation); Tool match (CRM),3 hours (1 hour research + 1.5 hours data entry + 30 min qualification),N/A,,"CRM system (HubSpot, Salesforce, Pipedrive), LinkedIn and LinkedIn Sales Navigator, TOL-092 (Discord) for team communication, TOL-045 (Google Sheets) for lead tracking, Email finder tools (Hunter.io, Apollo.io)",7,Lead Generation Specialist / Sales Development Rep,generate leads
PRT-012,Reviews Scraping & Analysis System,AI,AI,Infrastructure,Critical,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-013,Job Sites Entity Creation,AI,AI,Automation,High,Task-Template-005,High,95,"Department match (AI); Action keyword match (automate); Tool match (VS Code, AI Tools)",Auto-draft: <1 minute | Review: 10 minutes,Medium,SKL-072 (automated emails via Gmail MCP),"TOOL-AI-030 (Claude Desktop App), TOOL-INT-001 (Gmail MCP Connector)",7,Executive Assistant,N/A
PRT-014,HR Attendance Dashboard,AI,Development,Infrastructure,Critical,Task-Template-073,Medium,55,Category in template name; Action keyword match (infrastructure); Tool match (GitHub),4 hours (1 hour planning + 2 hours implementation + 1 hour testing),N/A,,"TOL-081 (Google Cloud Platform), TOL-003 (Gemini 3 Pro) for code generation, TOL-045 (Google Sheets) for configuration data, TOL-119 (n8n) for workflow automation (optional), Git for version control",8,DevOps Engineer / Cloud Engineer,N/A
PRT-015,Vilhelm Onboarding & Video Processing Training,AI,AI,Infrastructure,Critical,Task-Template-020,High,95,"Nearby ID (015 ≈ 020); Department match (AI); Tool match (VS Code, AI Tools)",Auto-generate: <1 minute | Review: 5-10 minutes,Medium,SKL-072 (automated emails via Gmail MCP),"TOOL-AI-030 (Claude Desktop App), TOOL-INT-001 (Gmail MCP Connector)",7,Executive Assistant,N/A
PRT-016,AI Tools & Accounts Management System,AI,AI,Infrastructure,Critical,Task-Template-074,High,100,"Partial department match; Tool match (Dropbox, VS Code, Entity System)",1.5 hours (30 min automation run + 45 min validation + 15 min reporting),N/A,,"TOL-002 (Claude) for AI entity extraction, TOL-045 (Google Sheets) for data consolidation, TOL-003 (Gemini 3 Pro) for validation and QA, Python scripts for automation, File system access to Dropbox/ENTITIES folders",8,AI Engineer / Data Analyst,N/A
PRT-017,Task Manager Dashboard (Single Task View),AI,AI,Infrastructure,Medium,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-004,Single Sign-In Distribution System,AI,AI,Infrastructure,High,Project-Template-004,High,80,ID proximity match (004); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-005,GitHub Entities Repository Integration,AI,AI,Integration,High,Task-Template-005,High,90,ID proximity match (005); Department match (AI),Auto-draft: <1 minute | Review: 10 minutes,Medium,SKL-072 (automated emails via Gmail MCP),"TOOL-AI-030 (Claude Desktop App), TOOL-INT-001 (Gmail MCP Connector)",7,Executive Assistant,N/A
PRT-006,ID System for Services,AI,AI,Infrastructure,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-007,Research Integration with Google TODO,AI,Development,Automation,Medium,Project-Template-002,Medium,45,Nearby ID (007 ≈ 002); Category match (automation),N/A,N/A,,,0,N/A,N/A
PRT-008,Researches Dashboard,AI,AI,Infrastructure,High,Project-Template-008,High,80,ID proximity match (008); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-009,PROSPECTS → Populate Data with AI Research,AI,Sales,Infrastructure,Critical,Task-Template-021,High,60,Department match (Sales); Tool match (CRM),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
PRT-010,Affiliation Department Creation,AI,AI,Infrastructure,Low,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-001,Video Processing Automation,AI,Video,Automation,High,Project-Template-001,High,80,ID proximity match (001); Category match (automation),N/A,N/A,,,0,N/A,produce videos
PRT-002,Entity System Cleanup,AI,AI,Infrastructure,Critical,Project-Template-002,High,80,ID proximity match (002); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
PRT-003,Research Integration Pipeline,AI,AI,Infrastructure,Low,Project-Template-003,High,80,ID proximity match (003); Category match (infrastructure),N/A,N/A,,,0,N/A,N/A
MLT-029,Search Query System,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-030,Scraper Automation,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-031,Data Processing,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-032,CRM Integration,AI,Sales,Milestone,High,Task-Template-021,High,60,Department match (Sales); Tool match (CRM),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
MLT-033,Testing & Analytics,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-034,Company & Reviews Data Collection,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-035,Semantic Analysis Setup,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-036,Problem Score Algorithm,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-037,Recommendation Engine,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-038,Social Media Integration,AI,SMM,Milestone,High,TST-023_File_Count_Distribution,Medium,30,Category match (milestone),N/A,N/A,,,0,N/A,N/A
MLT-039,Source Tracking & Documentation,AI,AI,Milestone,High,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (milestone),N/A,N/A,,,0,N/A,N/A
TSK-AID-2025-11-20-001,Antigravity Installation and Configuration,AI,Design,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,design UI mockups
TSK-AID-2025-11-20-002,Attendants Automation Infrastructure Setup,AI,Sales,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-AID-2025-11-20-003,Daily File Processing and Documentation,AI,AI,Task,Medium,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-AID-2025-11-20-004,Account Microservice Database Schema Design,AI,Development,Task,High,Project-Template-004,High,80,ID proximity match (004); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-AID-2025-11-20-005,Account Microservice Schema Refinement,AI,Development,Task,Medium,Project-Template-005,High,80,ID proximity match (005); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-DEV-2025-11-20-001,Code Cleanup and Configuration Centralization,Development,Development,Task,Medium,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-DEV-2025-11-20-002,lead_gen_analytics Bug Fixes,Development,Lead Generation,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,generate leads
TSK-DEV-2025-11-20-003,UI Enhancement - Hover Effects,Development,Design,Task,Medium,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,design UI mockups
TSK-DEV-2025-11-20-004,Antigravity IDE Analysis,Development,Development,Task,Low,Project-Template-004,High,80,ID proximity match (004); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-DEV-2025-11-20-005,SSH Authentication Setup,Development,Development,Task,Low,Project-Template-005,High,80,ID proximity match (005); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-DEV-2025-11-20-006,upload_crms OAuth Implementation,Development,Sales,Task,High,Task-Template-021,High,60,Department match (Sales); Tool match (CRM),4-5 hours for 50 emails,N/A,,"CRM, Email Platform (Gmail), Custom GPT (Email Generation), n8n (Optional automation)",6,Sales Manager,manage sales pipeline
TSK-DEV-2025-11-20-007,Dashboard/Courses UI Improvements,Development,Design,Task,High,TST-073_Behance_Step_03_Design_Cover_Image,High,60,Department match (Design); Category in template name,20-30 minutes,N/A,,"Photoshop, Figma",0,N/A,design UI mockups
TSK-DGN-2025-11-20-001,Game Academy Course Covers Delivery,Design,Design,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,design UI mockups
TSK-DGN-2025-11-20-002,Client Interview Preparation and Participation,Design,Sales,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-DGN-2025-11-20-003,Black Friday Banner Generation,Design,Lead Generation,Task,High,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,generate leads
TSK-DGN-2025-11-20-004,Course Visual Materials Creation (Module 1),Design,Design,Task,High,Project-Template-004,High,80,ID proximity match (004); Category match (task),N/A,N/A,,,0,N/A,design UI mockups
TSK-DGN-2025-11-20-005,Runway Animation Instruction Creation,Design,Video,Task,Medium,Project-Template-005,High,80,ID proximity match (005); Category match (task),N/A,N/A,,,0,N/A,produce videos
TSK-DGN-2025-11-20-006,Runway Animation Course Creation,Design,Video,Task,Medium,Task-Template-006,Medium,50,ID proximity match (006),10-15 minutes,Low,SKL-061 (enriched emails via similar tools),TOOL-DATA-009 (Bright Data),6,Lead Generator,produce videos
TSK-DGN-2025-11-20-007,Lead Generator Training Preparation,Design,Lead Generation,Task,High,Project-Template-002,Medium,45,Nearby ID (007 ≈ 002); Category match (task),N/A,N/A,,,0,N/A,generate leads
TSK-DGN-2025-11-20-008,Antigravity Installation and Setup,Design,Design,Task,Medium,Project-Template-008,High,80,ID proximity match (008); Category match (task),N/A,N/A,,,0,N/A,design UI mockups
TSK-DGN-2025-11-20-009,HTML Course Thumbnail Creation,Design,AI,Task,Medium,TST-023_File_Count_Distribution,High,70,Department match (AI); Category match (task),N/A,N/A,,,0,N/A,N/A
